,TI203,PI215,PI216,PI218,MP-1101,PI255A,TI405,TI401,FT402,T_wbulb,SSC_gros
1885,180.542572,8.966796875,8.930664063,9.1328125,57.31394196,0.153137207,51.57470703,28.21655273,7231.100586,15.90129852,7.93626976
1886,180.48164369999998,9.004882813,8.967773438,9.161132813,57.33732986,0.155944824,51.84936523,28.50341797,7035.588867,16.29682732,7.924308777
1887,180.5121155,9.034179688,8.993164063,9.19921875,57.46596909,0.15881347699999998,52.264404299999995,28.60717773,6938.186035,17.46075439,7.94071579
1888,180.48164369999998,9.022460938,8.985351563,9.172851563,57.36071777,0.158874512,52.38647461,28.75976563,7189.198242,17.25330925,7.923606396
1889,180.48164369999998,9.028320313,8.986328125,9.177734375,57.23208237,0.15893554699999998,52.39868164,28.85131836,7154.305176000001,17.14219475,7.92604351
1890,180.4207001,9.036132813,8.994140625,9.180664063,57.1969986,0.16076660199999998,52.64282227,29.03442383,7455.106445,17.73498726,7.990689278
1891,180.4207001,9.060546875,9.013671875,9.204101563,57.32563782,0.162597656,52.96020508,29.36401367,7143.633301000001,17.82115555,7.946364403
1892,180.48164369999998,9.018554688,8.975585938,9.206054688,57.13852692,0.161621094,52.98461914,29.30297852,7268.564453,17.27778053,7.967664719
1893,180.4207001,9.079101563,9.037109375,9.224609375,57.37241364,0.163024902,52.93579102,29.10766602,7368.641113,17.82980156,7.890936375
1894,180.4207001,9.032226563,8.989257813,9.177734375,57.44258118,0.15930175800000002,52.52075195,28.82080078,7294.130859000001,17.43040848,7.912509441
1895,180.39022830000002,9.060546875,9.017578125,9.1953125,57.41918945,0.159667969,52.53295898,28.89404297,7245.014648,17.4950695,7.968809127999999
1896,180.4511719,9.037109375,8.9921875,9.180664063,57.39580154,0.15954589800000002,52.48413086,28.91845703,7184.527344,16.77171707,7.903265952999999
1897,180.4207001,8.981445313,8.944335938,9.13671875,57.31394196,0.154846191,51.91040039,28.30810547,7267.724609000001,16.64454651,7.938181877000001
1898,180.4207001,8.984375,8.944335938,9.146484375,57.384109499999994,0.15423584,51.58081055,28.30200195,7083.572754000001,16.40331268,7.9015626910000005
1899,180.5121155,8.973632813,8.9375,9.133789063,57.34902573,0.153015137,51.71508789,28.35083008,7347.489258,16.25978851,7.8701076510000005
1900,180.5121155,8.97265625,8.9375,9.124023438,57.1969986,0.15356445300000002,51.641845700000005,28.16162109,7106.798828,16.32420349,7.897305012
1901,180.542572,8.970703125,8.9375,9.145507813,57.40749741,0.151062012,51.50756836,28.0456543,7221.387695,15.49469471,7.927334785
1902,180.5121155,8.984375,8.94921875,9.130859375,57.39580154,0.152832031,51.55639648,28.2043457,7383.122559,15.8432169,7.889539719
1903,180.4511719,8.9765625,8.938476563,9.126953125,57.34902573,0.152404785,51.54418945,28.14331055,7264.784668000001,16.09383965,7.9221701620000005
1904,180.4511719,8.9609375,8.920898438,9.149414063,57.34902573,0.151672363,51.34887695,27.88696289,7297.895508,15.63951683,7.940208912
1905,180.57304380000002,8.951171875,8.918945313,9.106445313,57.43088531,0.150146484,51.21459961,27.84423828,6968.031738,15.19036293,7.893240929
1906,180.57304380000002,8.955078125,8.919921875,9.130859375,57.29055405,0.151184082,51.30004883,27.99682617,6973.285156,15.1330843,7.945944786
1907,180.5121155,8.958984375,8.919921875,9.119140625,57.29055405,0.150695801,51.20239258,27.76489258,7330.856445,15.3423233,7.924696922000001
1908,180.5121155,8.935546875,8.903320313,9.108398438,57.31394196,0.14965820300000002,51.11694336,27.74047852,7218.851562999999,15.01101303,7.906974792000001
1909,180.5121155,8.938476563,8.904296875,9.108398438,57.30224609,0.149597168,51.12304688,27.78320313,7340.840331999999,15.54712582,7.947623253
1910,180.6035156,8.921875,8.888671875,9.094726563,57.16191483,0.15124511699999998,51.287841799999995,27.92358398,7425.574706999999,15.938875199999998,7.926439762
1911,180.57304380000002,8.96875,8.9296875,9.09765625,57.13852692,0.155456543,51.91040039,28.36914063,7184.102539,16.77814102,7.955598354
1912,180.48164369999998,8.991210938,8.947265625,9.157226563,57.26716614,0.15826416,52.25219727,28.74755859,7331.688965,17.13655281,7.908114433
1913,180.35977169999998,9.086914063,9.041015625,9.229492188,57.52444077,0.162231445,52.96020508,29.28466797,7359.524414,17.73286819,7.94381094
1914,180.4511719,9.07421875,9.032226563,9.220703125,57.384109499999994,0.16192627,52.92358398,29.23583984,7197.258789,17.63705635,7.9525671010000005
1915,180.35977169999998,9.106445313,9.065429688,9.248046875,57.33732986,0.168151855,53.50341797,29.66308594,7156.01123,18.62105751,7.9187612529999996
1916,180.35977169999998,9.122070313,9.073242188,9.267578125,57.55952454,0.167053223,53.43017578,29.58374023,7106.798828,19.21907043,7.967235088
1918,180.3292999,9.12109375,9.072265625,9.245117188,57.44258118,0.165344238,53.31420898,29.53491211,7250.067383,18.4817028,7.9192643170000006
1919,180.3292999,9.081054688,9.036132813,9.235351563,57.32563782,0.164245605,53.11889648,29.49829102,7064.15918,18.77903366,7.938436031
1920,180.39022830000002,9.079101563,9.03125,9.212890625,57.33732986,0.164978027,53.15551758,29.4128418,7021.260254000001,18.00076294,7.972846031
1921,180.35977169999998,9.086914063,9.0390625,9.232421875,57.43088531,0.165100098,53.240966799999995,29.54711914,7231.100586,18.27057648,7.944792747
1922,180.4207001,9.06640625,9.020507813,9.198242188,57.33732986,0.162475586,52.98461914,29.29077148,7295.385742,17.65890503,7.97495842
1923,180.542572,9.044921875,9.000976563,9.180664063,57.50105286,0.161071777,52.67944336,29.00390625,7042.525879000001,17.58889961,7.898910999
1924,180.5273438,9.041015625,9.001953125,9.203125,57.22038651,0.16088867199999998,52.78930664,29.06494141,7057.243651999999,17.79698181,7.933849335
1925,180.4207001,9.043945313,9.000976563,9.176757813,57.26716614,0.160461426,52.655029299999995,28.97949219,6968.907715,17.482429500000002,7.957093239
1926,180.542572,9.020507813,8.975585938,9.166015625,57.34902573,0.156921387,52.19116211,28.66210938,7393.44873,16.99076843,7.968523502
1927,180.4207001,8.98828125,8.948242188,9.1640625,57.20869446,0.15759277300000002,52.27661133,28.77197266,7325.025879000001,17.05060577,7.9553799629999995
1928,180.542572,8.99609375,8.954101563,9.131835938,57.31394196,0.156494141,52.069091799999995,28.60107422,7295.385742,16.24487686,7.951383591
1929,180.5121155,8.991210938,8.94921875,9.13671875,57.43088531,0.154541016,51.84936523,28.36303711,7145.341797,16.3888855,7.9406805039999995
1930,180.5882874,8.97265625,8.936523438,9.138671875,57.32563782,0.154602051,51.78833008,28.26538086,6940.385254000001,16.05912018,7.917444706
1931,180.5578156,8.974609375,8.942382813,9.138671875,57.39580154,0.153503418,51.72729492,28.25927734,6927.621581999999,16.3825016,7.886126995
1932,180.4664001,8.989257813,8.948242188,9.15234375,57.29055405,0.15411377,51.75170898,28.35693359,6988.148926000001,16.52483177,7.926940918
1933,180.4359436,8.961914063,8.916992188,9.122070313,57.18530273,0.154541016,51.88598633,28.46679688,7011.256348000001,16.07477951,7.955408573
1934,180.5273438,8.97265625,8.935546875,9.137695313,57.34902573,0.154052734,51.78833008,28.2043457,7131.233398,16.24661446,7.896399497999999
1935,180.4359436,8.983398438,8.946289063,9.13671875,57.32563782,0.153625488,51.678466799999995,28.18603516,7150.891602,16.45630074,7.941373348
1936,180.4359436,8.966796875,8.927734375,9.112304688,57.34902573,0.151855469,51.56860352,28.14331055,6915.717285,16.25749779,7.929926395
1937,180.4664001,9.00390625,8.9609375,9.154296875,57.34902573,0.15490722699999998,51.873779299999995,28.42407227,6922.333495999999,16.09415627,7.971105576
1938,180.48164369999998,8.989257813,8.954101563,9.139648438,57.1969986,0.155883789,51.98364258,28.40576172,7283.663573999999,16.71123123,7.94192028
1939,180.4511719,8.993164063,8.955078125,9.1484375,57.22038651,0.15435791,51.86157227,28.32641602,6945.659668000001,16.29299164,7.932175159
1940,180.4207001,8.986328125,8.947265625,9.1484375,57.32563782,0.154968262,52.00805664,28.39355469,7090.893066,16.68436432,7.917788506
1941,180.35977169999998,8.994140625,8.954101563,9.139648438,57.25547028,0.157714844,52.227783200000005,28.60717773,7091.323242,16.71125221,7.959133147999999
1942,180.4511719,9.008789063,8.966796875,9.149414063,57.33732986,0.157287598,52.17895508,28.63769531,7157.290526999999,16.81962585,7.932272911
1943,180.39022830000002,9.041992188,8.997070313,9.202148438,57.46596909,0.158874512,52.47802734,28.97338867,7408.293456999999,18.02057266,7.913226604
1944,180.35977169999998,9.040039063,9.0,9.18359375,57.24377441,0.159912109,52.62451172,28.99780273,7049.022461,17.51314354,7.980492115
1945,180.4511719,9.04296875,9.00390625,9.202148438,57.26716614,0.161682129,52.80761719,29.00390625,7244.171875,18.014328,7.929436684
1946,180.5121155,9.036132813,8.99609375,9.196289063,57.31394196,0.159240723,52.45361328,28.8269043,6845.194823999999,17.26353455,7.918102264
1947,180.39022830000002,9.01953125,8.977539063,9.153320313,57.36071777,0.156799316,52.22167969,28.60107422,7108.516602,16.69893265,7.954071999
1948,180.39022830000002,9.010742188,8.970703125,9.155273438,57.43088531,0.15637207,52.06298828,28.55224609,6840.288573999999,16.8671608,7.949666023
1949,180.5121155,9.00390625,8.959960938,9.137695313,57.37241364,0.154724121,51.98974609,28.48510742,7186.650879000001,16.09306526,7.985919952000001
1950,180.5121155,8.997070313,8.953125,9.142578125,57.5127449,0.15295410199999998,51.53808594,28.0456543,6975.910645,16.19662857,7.903064251
1951,180.4511719,8.958007813,8.919921875,9.1171875,57.36071777,0.151550293,51.34277344,28.0090332,7143.206055,15.8524437,7.899525642
1952,180.39022830000002,9.00390625,8.961914063,9.170898438,57.31394196,0.153991699,51.83105469,28.4362793,6944.341309,16.16711807,7.942631721000001
1953,180.48164369999998,8.991210938,8.953125,9.137695313,57.27885818,0.154418945,51.72119141,28.23486328,6827.338379000001,15.91381931,7.9224386220000005
1954,180.4207001,8.975585938,8.934570313,9.118164063,57.22038651,0.154052734,51.7578125,28.22265625,6950.491211,15.7971077,7.95192194
1955,180.5121155,8.963867188,8.928710938,9.126953125,57.23208237,0.152893066,51.641845700000005,28.29589844,7294.549316,15.94052124,7.948721409
1956,180.48164369999998,8.986328125,8.94921875,9.166015625,57.29055405,0.154296875,51.77612305,28.36303711,7404.172852,15.54236221,7.919998646
1957,180.4511719,8.966796875,8.928710938,9.125,57.37241364,0.150878906,51.39770508,27.96630859,7033.419922,15.65840244,7.89465332
1958,180.4207001,8.965820313,8.928710938,9.126953125,57.32563782,0.153381348,51.58081055,28.10668945,6838.950195,15.77364445,7.951495647000001
1959,180.4207001,8.991210938,8.950195313,9.142578125,57.26716614,0.155273438,51.92260742,28.49731445,7322.108887,16.37425995,7.966873646
1960,180.542572,8.985351563,8.946289063,9.150390625,57.25547028,0.155456543,51.89819336,28.46679688,7375.264648,16.65760612,7.972164631
1961,180.4207001,9.026367188,8.981445313,9.172851563,57.22038651,0.157958984,52.43530273,28.7902832,7189.198242,16.80703735,7.939086437
1962,180.48164369999998,8.997070313,8.954101563,9.151367188,57.34902573,0.15551757800000002,51.97143555,28.35083008,7093.904785,16.77272415,7.943797588
1963,180.39022830000002,9.010742188,8.966796875,9.153320313,57.30224609,0.155822754,52.04467773,28.54614258,7258.060547,17.26025772,7.977107525
1964,180.4207001,9.04296875,8.997070313,9.217773438,57.5127449,0.157165527,52.19726563,28.74755859,6951.369140999999,17.0016098,7.961952686
1965,180.39022830000002,9.013671875,8.97265625,9.165039063,57.33732986,0.15686035199999998,52.11181641,28.64379883,7067.182617,16.98999596,7.932144642000001
1966,180.3292999,9.043945313,8.999023438,9.201171875,57.43088531,0.15930175800000002,52.39257813,28.95507813,7198.530762,17.42554474,7.94543457
1967,180.3292999,9.03515625,8.993164063,9.163085938,57.33732986,0.158874512,52.47802734,28.93676758,6844.749023,16.92137337,7.955554007999999
1968,180.4511719,9.034179688,8.9921875,9.171875,57.45427322,0.157897949,52.29492188,28.90014648,6814.363281,16.75143814,7.914805889
1969,180.35977169999998,9.016601563,8.97265625,9.172851563,57.384109499999994,0.15612793,52.06298828,28.67431641,6994.696776999999,16.80070114,7.973470211
1970,180.48164369999998,8.999023438,8.961914063,9.129882813,57.23208237,0.156005859,52.07519531,28.63769531,7100.35498,16.95250702,7.96727562
1971,180.5121155,8.987304688,8.947265625,9.134765625,57.33732986,0.15515136699999998,51.91650391,28.47900391,7117.955078,16.30443573,7.932957172
1972,180.4207001,8.987304688,8.946289063,9.131835938,57.25547028,0.15423584,51.85546875,28.54614258,6957.512695,16.26574326,7.979692936
1973,180.48164369999998,8.96875,8.932617188,9.140625,57.25547028,0.152893066,51.68457031,28.2409668,7444.455566,16.11889267,7.944339752
1974,180.4511719,8.96875,8.927734375,9.134765625,57.27885818,0.153015137,51.67236328,28.30200195,7041.225586,16.46296692,7.9271864889999994
1975,180.35977169999998,8.987304688,8.947265625,9.138671875,57.36071777,0.154052734,51.77612305,28.44238281,6920.569823999999,16.17959976,7.94822979
1976,180.39022830000002,8.990234375,8.94921875,9.138671875,57.34902573,0.154541016,51.75170898,28.50952148,7308.759765999999,16.20046234,7.9616856579999995
1977,180.48164369999998,8.979492188,8.9375,9.140625,57.37241364,0.154724121,51.78833008,28.33862305,6882.098633,16.28862953,7.923936844
1978,180.48164369999998,8.994140625,8.94921875,9.139648438,57.40749741,0.154602051,51.83105469,28.38134766,6954.880370999999,16.27456474,7.91907692
1979,180.39022830000002,8.986328125,8.946289063,9.129882813,57.32563782,0.154174805,51.80664063,28.515625,7131.661620999999,16.18799591,7.93887043
1980,180.4511719,8.954101563,8.916015625,9.1171875,57.27885818,0.15173339800000002,51.46484375,28.125,7173.049316,15.76359558,7.960605145
1981,180.5121155,8.943359375,8.909179688,9.118164063,57.384109499999994,0.150634766,51.20849609,27.85644531,6999.930176000001,15.44592857,7.907860756
1982,180.5121155,8.958984375,8.920898438,9.125,57.26716614,0.152099609,51.34277344,28.13110352,7033.419922,15.838856699999997,7.924722195
1983,180.4207001,9.005859375,8.965820313,9.130859375,57.26716614,0.154785156,51.80664063,28.46069336,6960.144043000001,16.80516052,7.98595047
1986,180.35977169999998,9.087890625,9.043945313,9.220703125,57.45427322,0.163391113,53.05786133,29.36401367,7111.520995999999,19.08141708,7.946210861
1987,180.26835630000002,9.055664063,9.008789063,9.182617188,57.25547028,0.162353516,52.94799805,29.26025391,6988.585937999999,17.98936844,7.927507401000001
1988,180.26835630000002,9.095703125,9.047851563,9.217773438,57.47766113,0.16394043,52.96020508,29.30908203,7089.171387,17.86310196,7.958798409
1989,180.2988281,9.040039063,9.0,9.188476563,57.34902573,0.159851074,52.82592773,29.19921875,7143.206055,16.3072319,7.8976154329999995
1990,180.26835630000002,9.030273438,8.991210938,9.171875,57.47766113,0.157226563,52.21557617,28.72314453,6981.158203,16.925457,7.90067482
1991,180.2531281,9.018554688,8.9765625,9.168945313,57.47766113,0.156066895,52.08740234,28.47900391,7009.07959,16.61773491,7.936075211
1992,180.4359436,9.025390625,8.985351563,9.180664063,57.57121658,0.15625,52.13623047,28.61938477,6847.869140999999,17.0037117,7.913576126000001
1993,180.4664001,9.040039063,8.999023438,9.197265625,57.50105286,0.157165527,52.38037109,28.83300781,7113.666504000001,16.87614822,7.885306835
1994,180.375,9.030273438,8.989257813,9.182617188,57.50105286,0.157043457,52.27661133,28.74755859,6890.518555,16.67146301,7.889658451
1995,180.375,9.04296875,9.002929688,9.200195313,57.50105286,0.157714844,52.16674805,28.62548828,7033.419922,16.70373917,7.964277743999999
1996,180.39022830000002,9.041992188,8.997070313,9.182617188,57.52444077,0.157531738,52.20336914,28.7109375,6897.601562999999,17.32149887,7.936196327
1997,180.4511719,9.047851563,9.004882813,9.189453125,57.48935699,0.15759277300000002,52.25219727,28.85131836,7002.109863,17.25252151,7.939089775
1998,180.4207001,9.032226563,8.993164063,9.208984375,57.37241364,0.157653809,52.27661133,28.73535156,7034.287598000001,16.65840149,7.899792194
1999,180.39022830000002,9.047851563,9.005859375,9.198242188,57.46596909,0.157226563,52.14233398,28.5949707,7290.783203,16.91295433,7.912840843
2000,180.4511719,9.022460938,8.981445313,9.173828125,57.31394196,0.15625,52.08129883,28.64379883,7220.964844,16.64315414,7.962085724
2001,180.48164369999998,9.026367188,8.98828125,9.17578125,57.50105286,0.155822754,52.03857422,28.66210938,6905.118651999999,16.55383682,7.88841486
2002,180.4207001,9.008789063,8.971679688,9.159179688,57.50105286,0.152832031,51.58691406,28.10058594,7142.778809,15.75340652,7.916596413
2003,180.4207001,9.01171875,8.971679688,9.1640625,57.57121658,0.153869629,51.72119141,28.26538086,6814.811035,16.06201553,7.888559341000001
2004,180.48164369999998,8.971679688,8.931640625,9.12890625,57.29055405,0.15246582,51.59912109,28.2409668,7090.462401999999,15.82928085,7.97650528
2005,180.5121155,8.983398438,8.9453125,9.157226563,57.53613281,0.152404785,51.47705078,28.19824219,7398.400390999999,15.74181938,7.883507729
2006,180.39022830000002,8.989257813,8.951171875,9.151367188,57.43088531,0.153015137,51.53808594,28.10058594,7271.083495999999,16.49309158,7.917116642000001
2007,180.4207001,8.999023438,8.9609375,9.157226563,57.31394196,0.15447998,51.953125,28.47900391,7083.14209,17.01027679,7.94691515
2008,180.39022830000002,9.061523438,9.017578125,9.204101563,57.45427322,0.158203125,52.44140625,28.91235352,7106.798828,17.568237300000003,7.942667961000001
2009,180.35977169999998,9.064453125,9.016601563,9.208984375,57.5127449,0.16003418,52.63671875,29.1015625,7001.237793000001,17.331577300000003,7.918080807000001
2010,180.39022830000002,9.068359375,9.028320313,9.206054688,57.39580154,0.161987305,52.91748047,29.24194336,7140.214844,17.93428802,7.9010572429999995
2011,180.2988281,9.087890625,9.04296875,9.23046875,57.384109499999994,0.1640625,53.01513672,29.43115234,6980.721191,17.97415924,7.938724995
2012,180.39022830000002,9.109375,9.063476563,9.244140625,57.46596909,0.164611816,53.30810547,29.62036133,6957.512695,18.17205429,7.91879797
2013,180.3292999,9.125,9.079101563,9.264648438,57.5127449,0.165649414,53.43017578,29.70581055,6909.536620999999,18.73131561,7.891700745
2014,180.34452819999998,9.114257813,9.063476563,9.25,57.44258118,0.16540527300000002,53.35693359,29.64477539,7188.773437999999,18.35741806,7.937530993999999
2015,180.40547180000002,9.032226563,8.993164063,9.171875,57.39580154,0.15734863300000002,52.23388672,28.78417969,7074.088379000001,17.05036926,7.891755581
2016,180.34452819999998,9.115234375,9.069335938,9.260742188,57.41918945,0.165466309,53.18603516,29.63867188,6767.17627,18.62151718,7.912419319
2017,180.40547180000002,9.104492188,9.057617188,9.232421875,57.58291245,0.162536621,53.15551758,29.46777344,7161.979004000001,18.39664459,7.920988082999999
2018,180.4664001,9.057617188,9.016601563,9.215820313,57.17361069,0.163757324,53.09448242,29.44946289,6971.09668,18.20121765,7.918037891
2019,180.34452819999998,9.08203125,9.038085938,9.205078125,57.44258118,0.163024902,53.03344727,29.35180664,7131.233398,18.23086548,7.965960979
2020,180.4664001,9.075195313,9.03515625,9.232421875,57.47766113,0.16204834,52.850341799999995,29.24194336,7435.021484000001,18.00065422,7.8911638260000005
2021,180.40547180000002,9.06640625,9.021484375,9.205078125,57.48935699,0.161193848,52.76489258,29.19921875,7369.469727,17.92247772,7.922629356
2022,180.4359436,9.0390625,8.998046875,9.171875,57.44258118,0.158203125,52.39868164,28.91235352,7418.584961,17.1640892,7.930223465
2023,180.5273438,9.029296875,8.98828125,9.17578125,57.46596909,0.15710449199999998,52.21557617,28.75976563,7068.045898,16.79952621,7.906630516
2024,180.4359436,9.00390625,8.96484375,9.151367188,57.32563782,0.155700684,51.92871094,28.45458984,7084.003418000001,16.53900528,7.915887356
2025,180.375,9.017578125,8.9765625,9.169921875,57.32563782,0.15551757800000002,51.953125,28.56445313,7195.5625,16.62670135,7.954805373999999
2026,180.4968719,9.012695313,8.975585938,9.170898438,57.39580154,0.157165527,52.20947266,28.7902832,6987.275879000001,16.49444771,7.889131068999999
2027,180.4968719,9.012695313,8.973632813,9.155273438,57.34902573,0.154724121,51.98974609,28.48510742,7277.376465,16.38465118,7.891464233
2028,180.4664001,9.020507813,8.9765625,9.166015625,57.36071777,0.156005859,52.11181641,28.60107422,7430.504883,16.76082993,7.927790165
2029,180.4664001,9.022460938,8.98046875,9.174804688,57.1969986,0.15838623,52.43530273,28.93676758,7188.773437999999,16.95866394,7.954241276
2030,180.4664001,9.022460938,8.98046875,9.155273438,57.29055405,0.157226563,52.34985352,28.80249023,7221.810059,16.97801208,7.898498535
2031,180.4359436,9.036132813,8.999023438,9.197265625,57.44258118,0.157897949,52.31323242,28.71704102,7223.5,17.79277039,7.881490231
2032,180.4968719,9.03125,8.994140625,9.185546875,57.31394196,0.16015625,52.50244141,29.00390625,7277.376465,17.65679932,7.92056942
2033,180.4664001,9.049804688,9.009765625,9.1953125,57.20869446,0.162780762,53.08837891,29.09545898,6766.274414,18.43639183,7.964233875
2034,180.375,9.092773438,9.052734375,9.241210938,57.44258118,0.16320800800000002,53.06396484,29.46166992,6952.24707,18.21546555,7.938120842000001
2035,180.4359436,9.068359375,9.0234375,9.215820313,57.45427322,0.16217041,53.06396484,29.27246094,6926.300293000001,18.15652847,7.908556461
2036,180.40547180000002,9.079101563,9.033203125,9.227539063,57.54782867,0.16229248,52.96630859,29.22973633,7151.745117,18.78808784,7.9205389020000005
2037,180.375,9.120117188,9.072265625,9.24609375,57.384109499999994,0.165893555,53.42407227,29.5715332,7362.42627,18.5820961,7.905179024
2038,180.2835999,9.12890625,9.078125,9.259765625,57.44258118,0.16528320300000002,53.3203125,29.55322266,7007.773437999999,19.00101662,7.960594177000001
2039,180.3140564,9.146484375,9.09765625,9.26953125,57.60630035,0.166442871,53.56445313,29.69360352,7275.69873,18.645298,7.897904873
2040,180.2226563,9.081054688,9.038085938,9.212890625,57.26716614,0.164489746,53.24707031,29.60205078,7029.513672,17.97833252,7.902308941
2041,180.34452819999998,9.091796875,9.046875,9.252929688,57.47766113,0.162597656,52.97851563,29.35180664,7029.513672,17.85890961,7.910144806
2042,180.34452819999998,9.055664063,9.015625,9.21484375,57.40749741,0.159484863,52.72216797,29.01000977,7088.310059,17.43958664,7.942477703
2043,180.4664001,9.063476563,9.026367188,9.206054688,57.46596909,0.16101074199999998,52.67333984,29.14428711,7315.4375,17.63590622,7.885109901
2044,180.34452819999998,9.004882813,8.963867188,9.171875,57.33732986,0.156677246,52.22167969,28.85131836,7395.512206999999,16.76468086,7.896680832
2045,180.375,8.994140625,8.954101563,9.140625,57.39580154,0.154663086,51.89208984,28.50952148,7063.727051000001,16.51370239,7.897963524
2046,180.40547180000002,8.967773438,8.927734375,9.146484375,57.34902573,0.152587891,51.73339844,28.23486328,6758.151367,16.30968094,7.887253761
2047,180.375,8.9921875,8.950195313,9.138671875,57.41918945,0.153869629,51.81274414,28.46069336,7025.605469,16.2520256,7.936893463
2048,180.34452819999998,8.990234375,8.951171875,9.151367188,57.384109499999994,0.15344238300000002,51.76391602,28.35083008,7518.288086,15.83099747,7.93024683
2049,180.40547180000002,8.986328125,8.948242188,9.143554688,57.55952454,0.15173339800000002,51.62353516,28.09448242,7148.757812999999,15.89198494,7.9204378129999995
2050,180.4664001,8.973632813,8.940429688,9.120117188,57.50105286,0.152099609,51.57470703,28.21044922,7339.593262,16.06348991,7.874979972999999
2051,180.40547180000002,8.978515625,8.935546875,9.133789063,57.41918945,0.15148925800000002,51.57470703,28.19213867,7380.228515999999,15.95513344,7.905091763
2052,180.34452819999998,8.973632813,8.93359375,9.139648438,57.39580154,0.152160645,51.51367188,28.17993164,7190.046875,16.02876282,7.9085617070000005
2053,180.375,8.975585938,8.9375,9.13671875,57.33732986,0.150512695,51.33056641,27.94189453,6837.165039,15.82135201,7.9485068320000005
2054,180.4968719,8.974609375,8.936523438,9.135742188,57.34902573,0.15100097699999998,51.47705078,28.03955078,7420.641113,15.92373466,7.930134773
2055,180.40547180000002,8.978515625,8.940429688,9.123046875,57.18530273,0.154785156,52.03857422,28.64990234,7251.750977,16.440744400000003,7.92987442
2056,180.375,9.028320313,8.98828125,9.17578125,57.48935699,0.15612793,52.06298828,28.6315918,7119.241211,17.11548424,7.917376517999999
2057,180.2835999,9.06640625,9.020507813,9.198242188,57.48935699,0.16003418,52.618408200000005,29.11987305,7356.621094,17.48015976,7.938627242999999
2058,180.40547180000002,9.061523438,9.017578125,9.189453125,57.40749741,0.16015625,52.80151367,29.13818359,6886.974609000001,17.8446846,7.933053017000001
2059,180.3140564,9.078125,9.030273438,9.1953125,57.39580154,0.161071777,52.80151367,29.15649414,7344.165526999999,18.04391861,7.937833786000001
2060,180.40547180000002,9.09765625,9.049804688,9.233398438,57.48935699,0.162536621,52.99682617,29.33349609,7337.929687999999,18.43662453,7.93833065
2061,180.40547180000002,9.078125,9.036132813,9.233398438,57.33732986,0.16479492199999998,53.21655273,29.55322266,7339.177245999999,18.63437653,7.898480415
2062,180.2835999,9.141601563,9.09375,9.283203125,57.55952454,0.166137695,53.36914063,29.74243164,7294.967773,18.456396100000003,7.936820984
2063,180.4359436,9.102539063,9.056640625,9.25,57.44258118,0.165344238,53.36914063,29.55322266,7340.424805,18.68390274,7.913201808999999
2064,180.375,9.0859375,9.04296875,9.219726563,57.36071777,0.16467285199999998,53.29589844,29.46166992,6962.774414,18.48836136,7.909581661
2065,180.3140564,9.072265625,9.02734375,9.213867188,57.31394196,0.163146973,53.05175781,29.25415039,7015.172363,17.76017761,7.92359972
2066,180.34452819999998,9.063476563,9.015625,9.204101563,57.45427322,0.16027832,52.67333984,29.1015625,7191.744629000001,17.84144974,7.92615366
2067,180.375,9.061523438,9.021484375,9.198242188,57.45427322,0.159667969,52.78320313,29.20532227,6947.416992,17.73287392,7.874505997000001
2068,180.375,9.06640625,9.01953125,9.211914063,57.44258118,0.159729004,52.64892578,28.93066406,6935.106445,17.556840899999997,7.936292171
2069,180.4664001,9.046875,9.000976563,9.205078125,57.27885818,0.160522461,52.64892578,29.08325195,7081.418456999999,17.56429291,7.9510746
2070,180.34452819999998,9.047851563,9.0078125,9.190429688,57.39580154,0.158874512,52.55126953,29.01611328,7339.593262,17.42806816,7.922816752999999
2071,180.5273438,9.0390625,9.0,9.172851563,57.30224609,0.160095215,52.60009766,29.05273438,7144.487305,17.26054001,7.9432668689999995
2072,180.4968719,9.045898438,9.005859375,9.200195313,57.41918945,0.15930175800000002,52.45361328,28.84521484,6776.189941,17.22468185,7.894341946
2073,180.35977169999998,9.021484375,8.979492188,9.155273438,57.41918945,0.155761719,52.032470700000005,28.60717773,7123.526367,16.47473526,7.914521217000001
2074,180.48164369999998,9.009765625,8.973632813,9.177734375,57.50105286,0.15515136699999998,52.02026367,28.55224609,7362.84082,16.42387009,7.918560505
2075,180.39022830000002,9.008789063,8.970703125,9.15234375,57.50105286,0.153747559,51.873779299999995,28.33251953,7074.519531,16.19032478,7.897801876
2076,180.48164369999998,8.983398438,8.946289063,9.135742188,57.55952454,0.15100097699999998,51.39770508,27.99072266,7120.955566,15.45868492,7.907301426
2077,180.4207001,8.975585938,8.936523438,9.130859375,57.46596909,0.151306152,51.50756836,28.18603516,7373.609375,15.89068413,7.917807579
2078,180.48164369999998,9.002929688,8.963867188,9.142578125,57.30224609,0.15502929699999998,51.94702148,28.56445313,7147.049805,17.21489906,7.929080486
2079,180.35977169999998,9.030273438,8.989257813,9.173828125,57.43088531,0.15710449199999998,52.19116211,28.60717773,7249.225586,17.00022697,7.905994415
2080,180.4207001,9.030273438,8.98828125,9.194335938,57.46596909,0.157714844,52.17895508,28.70483398,6943.462401999999,17.42128181,7.952942847999999
2081,180.39022830000002,9.08203125,9.037109375,9.225585938,57.58291245,0.161865234,52.92358398,29.296875,7208.698242,17.78219986,7.919085979
2082,180.35977169999998,9.087890625,9.041015625,9.221679688,57.41918945,0.163879395,53.26538086,29.55322266,7260.583008,18.45904541,7.888500214
