,TI203,PI215,PI216,PI218,MP-1101,PI255A,TI405,TI401,FT402,T_wbulb,SSC_gros
981,180.39022830000002,8.860351563,8.833007813,9.017578125,57.03327942,0.147399902,51.00097656,27.59399414,7014.302734000001,15.69233894,7.994732857000001
982,180.4207001,8.928710938,8.89453125,9.078125,57.34902573,0.149475098,51.23291016,27.70996094,7318.773926000001,15.82478905,7.981069088
983,180.48164369999998,8.958007813,8.923828125,9.1171875,57.52444077,0.147521973,51.00097656,27.38647461,7176.026855,14.96821022,7.895442486
984,180.39022830000002,8.96875,8.93359375,9.125976563,57.60630035,0.148681641,51.08642578,27.50854492,6908.211914,15.14525986,7.89276886
985,180.40547180000002,8.932617188,8.896484375,9.073242188,57.33732986,0.149108887,51.23291016,27.60620117,6894.061035,15.67407608,7.983055115
986,180.4359436,8.953125,8.912109375,9.110351563,57.40749741,0.148925781,51.16577148,27.55737305,7224.767578,15.16973972,7.973649979
987,180.4359436,8.977539063,8.94140625,9.133789063,57.46596909,0.150695801,51.31225586,27.70385742,6867.449706999999,14.97856331,7.901679992999999
988,180.4207001,8.958007813,8.920898438,9.110351563,57.43088531,0.14782714800000002,50.99487305,27.40478516,6877.662598000001,15.54368687,7.926291466
989,180.35977169999998,8.9609375,8.921875,9.123046875,57.59460449,0.147644043,50.90942383,27.27661133,7198.106934,15.19229603,7.945305347000001
990,180.4511719,8.963867188,8.927734375,9.110351563,57.58291245,0.148010254,50.97045898,27.38037109,7068.478026999999,15.08307648,7.952010632
991,180.4511719,8.948242188,8.913085938,9.1171875,57.58291245,0.14666748,50.78735352,27.22167969,6954.441406,15.32580566,7.903523445
992,180.35977169999998,8.982421875,8.9453125,9.142578125,57.54782867,0.14916992199999998,50.96435547,27.40478516,7183.25293,15.21138954,7.95177412
993,180.39022830000002,9.020507813,8.975585938,9.161132813,57.54782867,0.152404785,51.52587891,27.94189453,7041.225586,16.58321762,7.97033596
994,180.3292999,8.982421875,8.939453125,9.130859375,57.47766113,0.151977539,51.62353516,27.81982422,7082.710937999999,16.68688011,7.932296752999999
995,180.39022830000002,8.995117188,8.958007813,9.12890625,57.33732986,0.15435791,51.92871094,28.13720703,7155.584473000001,16.84750557,7.989313602
996,180.2988281,9.03125,8.990234375,9.1796875,57.45427322,0.157531738,52.24609375,28.36914063,7120.526855,16.63215256,7.913313389
997,180.3292999,9.008789063,8.970703125,9.146484375,57.64138412,0.152160645,51.70898438,27.86865234,6882.098633,16.76221466,7.905666827999999
999,180.40547180000002,9.018554688,8.98046875,9.142578125,57.48935699,0.155090332,51.91650391,28.06396484,7193.441895,16.37931442,7.903308868
1000,180.4968719,8.986328125,8.950195313,9.149414063,57.41918945,0.15356445300000002,51.57470703,27.85644531,7110.233398,16.17525482,7.9357852939999995
1001,180.4359436,9.013671875,8.974609375,9.138671875,57.50105286,0.154052734,51.72119141,27.93579102,7023.433105,16.74485016,7.91430521
1002,180.4968719,8.999023438,8.962890625,9.141601563,57.34902573,0.155761719,52.00195313,28.19824219,7097.775390999999,17.02292633,7.920152664
1006,180.4207001,8.953125,8.913085938,9.111328125,57.58291245,0.14654541,50.701904299999995,27.41699219,7223.077637,15.09698391,7.965977669
1007,180.4511719,8.932617188,8.896484375,9.07421875,57.53613281,0.145019531,50.53100586,27.35595703,7267.304687999999,14.8246851,7.976090431
1008,180.48164369999998,8.940429688,8.904296875,9.103515625,57.59460449,0.147033691,50.5859375,27.39868164,7110.233398,15.11333561,7.906142712
1009,180.48164369999998,8.911132813,8.876953125,9.081054688,57.5127449,0.14538574199999998,50.50048828,27.27661133,7129.949706999999,14.78297043,7.967093468
1010,180.48164369999998,8.954101563,8.916015625,9.125976563,57.6764679,0.145507813,50.56762695,27.34985352,7117.526367,14.99064922,7.962581158
1011,180.48164369999998,8.930664063,8.896484375,9.092773438,57.57121658,0.14526367199999998,50.48217773,27.25830078,7172.624023,14.60070992,7.926227093
1012,180.35977169999998,8.912109375,8.880859375,9.078125,57.47766113,0.14514160199999998,50.40893555,27.21557617,7175.601562999999,14.80676842,7.9621648789999995
1013,180.39022830000002,8.948242188,8.908203125,9.09375,57.59460449,0.144958496,50.43334961,27.27050781,6956.196776999999,14.88514423,7.967534542
1014,180.4207001,8.934570313,8.900390625,9.081054688,57.55952454,0.14562988300000002,50.47607422,27.28881836,7130.377441,14.76389694,7.977910042
1015,180.39022830000002,8.944335938,8.90625,9.108398438,57.50105286,0.14721679699999998,50.67749023,27.48413086,7065.886719,15.23178291,7.983375072
1016,180.4511719,8.97265625,8.936523438,9.114257813,57.65307617,0.14782714800000002,51.03149414,27.69165039,7173.049316,15.75385666,7.96222496
1017,180.39022830000002,9.020507813,8.978515625,9.181640625,57.48935699,0.154541016,51.84936523,28.37524414,7319.60791,17.13539314,7.940198897999999
1018,180.3292999,9.0625,9.014648438,9.204101563,57.62968826,0.158508301,52.14233398,28.71704102,7098.205566,18.45678711,7.981188774
1019,180.3292999,9.060546875,9.012695313,9.216796875,57.52444077,0.159118652,52.44140625,28.83911133,7269.824219,17.90667343,7.972105026
1020,180.39022830000002,9.064453125,9.01953125,9.2109375,57.57121658,0.158874512,52.57568359,28.88183594,7425.98584,18.77469444,7.925146102999999
1025,180.39022830000002,9.083007813,9.034179688,9.227539063,57.57121658,0.16027832,52.59399414,28.9855957,7173.049316,18.03482437,7.8687644
1026,180.2988281,9.029296875,8.983398438,9.169921875,57.48935699,0.158691406,52.39868164,28.88793945,7262.684081999999,18.08408546,7.930566787999999
1027,180.2988281,9.064453125,9.016601563,9.189453125,57.53613281,0.159240723,52.43530273,28.88183594,7186.226073999999,17.77593231,7.943177700000001
1028,180.39022830000002,9.041015625,8.999023438,9.192382813,57.44258118,0.157897949,52.23388672,28.73535156,7259.742187999999,17.34409523,7.943871975
1030,180.542572,8.911132813,8.877929688,9.0546875,57.15022278,0.15435791,51.77612305,28.49121094,7009.515137,17.04742432,7.939144611000001
1031,180.39022830000002,8.900390625,8.866210938,9.056640625,56.97480774,0.152526855,51.483154299999995,28.29589844,6897.601562999999,17.03855133,7.987588882000001
1032,180.35977169999998,8.891601563,8.860351563,9.048828125,57.02158356,0.150878906,51.39770508,28.22875977,7591.000488,16.59917068,7.985170364
1033,180.39022830000002,8.875976563,8.844726563,9.030273438,57.06835938,0.147277832,50.84838867,27.6550293,7267.304687999999,15.545316699999999,8.004655838
1034,180.39022830000002,8.870117188,8.841796875,9.034179688,57.02158356,0.14904785199999998,50.99487305,27.86254883,7271.50293,16.11675072,8.011404991000001
1035,180.5121155,8.865234375,8.829101563,9.013671875,57.18530273,0.146911621,50.860595700000005,27.68554688,7165.812988,15.86388969,7.999229907999999
1036,180.5121155,8.885742188,8.856445313,9.043945313,57.0917511,0.14916992199999998,50.95825195,27.86254883,7325.442383,16.13996506,7.979326248
1037,180.4207001,8.897460938,8.862304688,9.048828125,57.16191483,0.148925781,50.94604492,27.8503418,7189.198242,15.88436604,8.007983207999999
1038,180.39022830000002,8.874023438,8.845703125,9.053710938,56.89294434,0.149719238,51.08032227,27.96020508,7234.476073999999,16.15548897,8.0086689
1039,180.3292999,8.889648438,8.858398438,9.0390625,57.0098877,0.150390625,51.22680664,28.07617188,7137.649901999999,16.64839363,8.023254395
1040,180.3292999,8.893554688,8.859375,9.063476563,56.97480774,0.151977539,51.42211914,28.25317383,7517.070312999999,17.18066788,8.031467438
1041,180.26835630000002,8.9140625,8.876953125,9.088867188,56.95141602,0.15368652300000002,51.72729492,28.49731445,7019.521484000001,17.591724399999997,8.03096962
1042,180.35977169999998,8.916015625,8.881835938,9.071289063,56.95141602,0.153869629,51.678466799999995,28.41186523,7381.46875,17.42784882,8.039466857999999
1043,180.375,8.978515625,8.940429688,9.12890625,57.17361069,0.15881347699999998,52.17895508,28.8269043,7222.232422,19.27191734,8.054311752
1044,180.2531281,9.030273438,8.984375,9.165039063,57.13852692,0.16229248,52.68554688,29.24804688,7068.045898,19.03544235,8.021677971
1045,180.26835630000002,8.98828125,8.948242188,9.135742188,56.96311188,0.161682129,52.95410156,29.41894531,7061.134276999999,18.78759003,8.026064873
1046,180.26835630000002,8.993164063,8.954101563,9.138671875,57.04497147,0.160339355,52.49023438,29.04663086,7130.805664,17.97310448,7.977873325
1047,180.2378845,8.98046875,8.9375,9.12109375,57.03327942,0.158508301,52.33154297,28.88793945,7288.689941,17.689653399999997,7.993986607
1048,180.4207001,8.927734375,8.897460938,9.114257813,57.05666733,0.15234375,51.40380859,28.22265625,7189.198242,16.74114418,7.947860717999999
1049,180.39022830000002,8.922851563,8.888671875,9.087890625,57.11513901,0.15222168,51.59912109,28.25927734,7221.810059,16.7318573,7.979841232
1050,180.4207001,8.9296875,8.891601563,9.099609375,57.11513901,0.153137207,51.64794922,28.37524414,7366.155762,17.10847664,7.953826427
1051,180.4207001,8.913085938,8.87890625,9.077148438,57.02158356,0.152709961,51.47705078,28.21655273,7399.225098000001,16.6490593,7.975161076
1052,180.39022830000002,8.915039063,8.883789063,9.095703125,57.04497147,0.151184082,51.33056641,28.10668945,7107.228515999999,16.67223549,7.993701935
1054,180.5121155,8.905273438,8.872070313,9.075195313,57.18530273,0.151977539,51.53198242,28.23486328,7193.866211,17.00595474,7.948857307000001
1055,180.48164369999998,8.89453125,8.86328125,9.052734375,57.05666733,0.15057373,51.32446289,28.0456543,7203.616211,16.3921566,7.98566246
1056,180.5121155,8.88671875,8.85546875,9.046875,56.98649979,0.14965820300000002,51.31225586,28.10668945,7282.825684,16.77106476,7.998355865
1057,180.5121155,8.889648438,8.854492188,9.052734375,57.02158356,0.15148925800000002,51.40380859,28.17993164,7466.968262,16.72242737,7.977740765
1058,180.5121155,8.913085938,8.87890625,9.073242188,57.0917511,0.15100097699999998,51.15966797,27.99682617,7209.544922,16.15050125,7.969424725
1059,180.4511719,8.893554688,8.861328125,9.038085938,57.04497147,0.148864746,50.91552734,27.68554688,7291.620117,16.10526276,8.009803772
1060,180.4207001,8.87109375,8.836914063,9.041015625,57.11513901,0.14630127,50.57983398,27.47802734,7084.003418000001,15.42970181,7.973370552
1061,180.4511719,8.903320313,8.87109375,9.04296875,57.12683105,0.148864746,50.860595700000005,27.70385742,7445.685547,15.65455723,8.018723488
1062,180.4511719,8.869140625,8.8359375,9.032226563,56.99819565,0.146728516,50.75073242,27.59399414,7327.525390999999,15.490942,8.020342827
1063,180.48164369999998,8.869140625,8.8359375,9.028320313,56.99819565,0.148132324,50.93383789,27.77709961,7000.366211,16.47203636,8.032492637999999
1064,180.4207001,8.919921875,8.883789063,9.084960938,57.10344315,0.151672363,51.39160156,28.21044922,7188.349120999999,17.177040100000003,8.010762215
1068,180.40547180000002,9.073242188,9.02734375,9.236328125,57.80510329999999,0.158630371,52.30712891,28.91235352,7304.583008,17.4920845,7.886197567000001
1069,180.34452819999998,9.03125,8.984375,9.1796875,57.61799622,0.15747070300000002,52.13623047,28.7902832,6913.069336,17.58938599,7.9337291720000005
1070,180.4968719,9.063476563,9.018554688,9.217773438,57.66477203,0.158325195,52.31933594,28.86962891,7369.883789,17.32291985,7.9238796229999995
1071,180.375,9.063476563,9.015625,9.2109375,57.699855799999995,0.15625,52.10571289,28.76586914,7303.32959,17.56021118,7.939527035
1072,180.4968719,9.03515625,8.990234375,9.18359375,57.45427322,0.156494141,52.05688477,28.69262695,7263.524414,17.46607018,7.945718765
1073,180.5273438,9.020507813,8.984375,9.178710938,57.53613281,0.155090332,51.88598633,28.56445313,7287.433594,17.53490448,7.904620171
1074,180.40547180000002,9.006835938,8.965820313,9.16015625,57.55952454,0.154663086,51.837158200000005,28.50341797,7194.290039,17.33829498,7.897367001
1075,180.40547180000002,9.04296875,8.999023438,9.185546875,57.5127449,0.154418945,51.837158200000005,28.515625,7481.259276999999,16.92824173,7.943846226000001
1076,180.40547180000002,9.006835938,8.96484375,9.1640625,57.37241364,0.155090332,51.88598633,28.58276367,7235.741698999999,17.09375381,7.985416412
1077,180.4968719,9.014648438,8.977539063,9.170898438,57.55952454,0.152893066,51.69067383,28.35693359,7372.367676000001,16.54475975,7.909035683
1078,180.4359436,8.981445313,8.943359375,9.1328125,57.43088531,0.15124511699999998,51.446533200000005,28.14331055,7212.507323999999,16.71419144,7.911962986
1079,180.40547180000002,9.013671875,8.973632813,9.157226563,57.58291245,0.15124511699999998,51.47094727,28.17993164,7354.961426000001,16.24342346,7.92562151
1080,180.40547180000002,9.00390625,8.96875,9.1640625,57.48935699,0.15234375,51.446533200000005,28.21044922,7103.362793000001,16.47271156,7.928104877000001
1081,180.375,9.00390625,8.962890625,9.15625,57.36071777,0.15368652300000002,51.62963867,28.39355469,7016.04248,17.11385918,7.940237999
1082,180.4207001,9.0078125,8.965820313,9.165039063,57.61799622,0.153381348,51.65405273,28.41186523,6979.409668000001,16.70320892,7.9506511689999995
1083,180.40547180000002,8.986328125,8.950195313,9.131835938,57.41918945,0.15423584,51.75170898,28.46069336,7331.688965,16.89107513,7.931769847999999
1084,180.4359436,9.013671875,8.969726563,9.14453125,57.59460449,0.15435791,51.80053711,28.49121094,7314.186035,17.22268486,7.931900978
1085,180.40547180000002,8.9375,8.900390625,9.104492188,57.03327942,0.153930664,51.65405273,28.54614258,7423.108398,17.39940643,8.005270957999999
1086,180.39022830000002,8.95703125,8.916992188,9.119140625,57.02158356,0.15710449199999998,52.19116211,28.64990234,7127.809081999999,18.09305191,8.01866436
1087,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1088,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1089,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1090,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1091,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1092,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1093,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1094,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1095,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1096,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1097,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1098,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1099,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1100,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1101,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1102,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1103,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1104,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1105,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1106,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1107,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1108,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1109,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1110,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1111,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,52.13012695,27.09960938,7056.378906,18.02205276,8.056546211
1112,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,51.251220700000005,27.09960938,7056.378906,18.02205276,8.056546211
1113,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,51.22070313,27.09960938,7056.378906,18.02205276,8.056546211
1114,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,51.03759766,27.09960938,7056.378906,18.02205276,8.056546211
1115,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,51.00097656,27.09960938,7056.378906,18.02205276,8.056546211
1116,180.5121155,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,51.04980469,27.09960938,7056.378906,18.02205276,8.056546211
1117,180.5121155,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,51.16577148,27.09960938,7056.378906,18.02205276,8.056546211
1118,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,51.03759766,27.09960938,7056.378906,18.02205276,8.056546211
1119,180.39022830000002,8.96875,8.926757813,9.122070313,57.10344315,0.156921387,50.90332031,27.09960938,7056.378906,18.02205276,8.056546211
1120,180.39022830000002,9.004882813,8.965820313,9.122070313,57.71154785,0.15112304699999998,51.34277344,27.09960938,7056.378906,18.02205276,8.056546211
1121,180.4207001,9.049804688,9.005859375,9.18359375,57.75832748,0.155456543,51.91040039,27.09960938,7181.978026999999,17.01581955,7.885311604
1122,180.35977169999998,9.077148438,9.029296875,9.21484375,57.68815994,0.158508301,52.39257813,27.09960938,6954.441406,18.27878189,7.930905342000001
1123,180.35977169999998,9.08203125,9.03125,9.217773438,57.79341125,0.157775879,52.20947266,27.09960938,7567.647461,17.37753487,7.9135532379999995
1124,180.3292999,9.05859375,9.01171875,9.198242188,57.62968826,0.15698242199999998,52.17895508,27.09960938,7173.049316,17.43546486,7.899629116
1125,180.3292999,9.05859375,9.01171875,9.198242188,57.62968826,0.15698242199999998,52.17895508,27.09960938,7173.049316,17.43546486,7.899629116
1126,180.35977169999998,9.0,8.9609375,9.130859375,57.61799622,0.152893066,51.53808594,28.30810547,7230.256836,16.35647964,7.886947155
1127,180.35977169999998,8.985351563,8.948242188,9.133789063,57.68815994,0.150390625,51.29394531,28.02734375,7024.736328,15.6557312,7.899794579
1128,180.5273438,8.971679688,8.93359375,9.1171875,57.53613281,0.14929199199999998,51.18408203,27.9296875,7080.987305,15.78196239,7.897893906
1129,180.5273438,8.995117188,8.95703125,9.134765625,57.73493958,0.149902344,51.29394531,27.99682617,6996.87793,15.98453045,7.898497105
1130,180.5578156,8.99609375,8.95703125,9.150390625,57.699855799999995,0.150146484,51.20849609,27.95410156,6996.005370999999,15.73385811,7.898116112
1131,180.4968719,8.974609375,8.934570313,9.131835938,57.64138412,0.149353027,51.12915039,27.8137207,7521.94043,15.69805336,7.882863045
1132,180.4359436,8.967773438,8.930664063,9.126953125,57.62968826,0.148864746,50.97045898,27.75268555,7192.593262,15.44353294,7.90094614
1133,180.4359436,8.96875,8.932617188,9.129882813,57.59460449,0.148071289,50.95825195,27.75878906,6992.078613,16.08110619,7.937104225
1134,180.5273438,8.9453125,8.909179688,9.108398438,57.59460449,0.146728516,50.65307617,27.49023438,7294.549316,14.75474358,7.895740032000001
1135,180.4664001,8.950195313,8.916015625,9.104492188,57.68815994,0.14666748,50.67138672,27.49023438,7397.575195,15.22395802,7.874883652
1136,180.4968719,8.944335938,8.91015625,9.104492188,57.5127449,0.146728516,50.67138672,27.52685547,6884.31543,15.14552689,7.92863369
1137,180.5121155,8.95703125,8.923828125,9.12890625,57.60630035,0.146118164,50.72021484,27.49633789,7220.964844,14.8687191,7.894473552999999
1138,180.5121155,8.93359375,8.899414063,9.096679688,57.55952454,0.146484375,50.61035156,27.41088867,7169.219238,14.94780064,7.8968915939999995
1139,180.48164369999998,8.943359375,8.907226563,9.102539063,57.57121658,0.146362305,50.65917969,27.43530273,7371.125977,14.733051300000001,7.888667107000001
1140,180.542572,8.947265625,8.912109375,9.098632813,57.54782867,0.145690918,50.48828125,27.31933594,7020.391113,14.76060867,7.907904147999999
1141,180.542572,8.951171875,8.916992188,9.061523438,57.64138412,0.14654541,50.65307617,27.38647461,7159.848145,14.81978226,7.907060146
1142,180.542572,8.955078125,8.916992188,9.084960938,57.5127449,0.146972656,50.72631836,27.52075195,7223.077637,14.85786533,7.9370021820000005
1143,180.5121155,8.962890625,8.928710938,9.109375,57.6764679,0.148010254,50.96435547,27.70385742,6875.443848000001,15.4550581,7.923353195
1144,180.4207001,8.97265625,8.936523438,9.133789063,57.68815994,0.150146484,51.18408203,27.86254883,7088.740723000001,15.59726143,7.924640179
1145,180.4968719,8.985351563,8.948242188,9.125976563,57.53613281,0.151794434,51.48925781,28.16162109,7283.663573999999,16.70955086,7.961911678
1148,180.40547180000002,9.067382813,9.020507813,9.212890625,57.77001953,0.157287598,52.12402344,28.74755859,7199.378906,17.30521202,7.92021656
1150,180.3140564,9.048828125,9.005859375,9.182617188,57.62968826,0.156921387,52.20947266,28.66210938,7173.049316,18.14545631,7.915530682000001
1151,180.34452819999998,9.041015625,8.99609375,9.190429688,57.54782867,0.157043457,52.16064453,28.54003906,7239.536620999999,16.6611557,7.951959133
1152,180.3140564,9.00390625,8.961914063,9.162109375,57.5127449,0.154296875,51.83105469,28.36914063,7000.802245999999,16.81184387,7.860593796
1153,180.26835630000002,9.005859375,8.961914063,9.135742188,57.59460449,0.15435791,51.7578125,28.32641602,7057.243651999999,16.47024155,7.872804642
1154,180.3292999,9.012695313,8.970703125,9.151367188,57.61799622,0.153381348,51.53808594,28.14331055,6950.491211,16.53071594,7.890965939
1155,180.3292999,9.014648438,8.969726563,9.138671875,57.65307617,0.152648926,51.42211914,28.08837891,6921.45166,16.20039368,7.901240349
1156,180.35977169999998,9.01953125,8.9765625,9.146484375,57.47766113,0.153625488,51.483154299999995,28.23486328,6931.585448999999,16.54385948,7.916003227000001
1157,180.4207001,9.01171875,8.965820313,9.139648438,57.699855799999995,0.151794434,51.40991211,28.0456543,7260.583008,16.45409012,7.932645797999999
1158,180.3292999,9.0078125,8.966796875,9.138671875,57.73493958,0.151916504,51.40991211,28.08837891,7235.319823999999,16.1393013,7.951377869
1159,180.5121155,8.895507813,8.862304688,9.047851563,57.20869446,0.149963379,51.16577148,28.0456543,7269.824219,16.29881477,7.9932098389999995
1160,180.48164369999998,8.884765625,8.849609375,9.041992188,57.0917511,0.150024414,51.12915039,27.96020508,6884.31543,16.03542709,7.982043266
1161,180.4511719,8.889648438,8.859375,9.061523438,57.04497147,0.149230957,51.02539063,27.86865234,7439.534668000001,15.76807785,7.986492634
1162,180.48164369999998,8.877929688,8.84765625,9.053710938,57.10344315,0.148010254,50.91552734,27.8137207,7315.020508,15.6773262,7.968015671
1163,180.4664001,8.868164063,8.831054688,9.033203125,57.06835938,0.147888184,50.84228516,27.8503418,7291.20166,15.83930779,7.959916592000001
1164,180.40547180000002,8.818359375,8.790039063,9.0,56.93972397,0.144470215,50.48828125,27.56347656,6971.534668000001,14.66161156,7.977850913999999
1165,180.39022830000002,8.84765625,8.81640625,9.009765625,57.10344315,0.143859863,50.42724609,27.47802734,7095.195312999999,14.712767600000001,7.979692459
1166,180.4207001,8.809570313,8.786132813,8.986328125,57.16191483,0.140197754,49.87792969,27.09350586,7184.952148,14.14575386,7.956784248
1167,180.48164369999998,8.849609375,8.8203125,9.016601563,57.26716614,0.144165039,50.31738281,27.55737305,7337.929687999999,15.12364388,7.939471722
1168,180.4511719,8.84765625,8.819335938,9.015625,57.13852692,0.14587402300000002,50.56762695,27.72827148,7141.924316,15.55216599,7.967340469
1169,180.4207001,8.881835938,8.849609375,9.068359375,57.17361069,0.14770507800000002,50.79956055,27.96630859,7245.856934,15.97021294,7.966166972999999
1170,180.39022830000002,8.904296875,8.87109375,9.052734375,57.22038651,0.150634766,51.21459961,28.28979492,7263.524414,16.54252434,7.968340397
1171,180.2988281,8.934570313,8.89453125,9.092773438,57.05666733,0.15246582,51.56860352,28.55834961,7145.341797,16.75566101,8.049416542000001
1172,180.4207001,8.940429688,8.904296875,9.096679688,57.10344315,0.155090332,51.89208984,28.74145508,7227.30127,17.57656479,8.017663956
1173,180.39022830000002,8.95703125,8.924804688,9.11328125,57.20869446,0.156005859,52.02636719,28.95507813,7198.955078,17.70111465,7.944718837999999
1177,180.35977169999998,8.9765625,8.935546875,9.115234375,57.17361069,0.156066895,52.03857422,28.80859375,7200.226562999999,17.13724136,8.026619911000001
1178,180.542572,8.952148438,8.916992188,9.107421875,57.30224609,0.153991699,51.67236328,28.60717773,7200.226562999999,17.13737488,7.944772242999999
1179,180.48164369999998,8.930664063,8.895507813,9.090820313,57.15022278,0.152893066,51.64794922,28.56445313,7536.937012,16.97874069,7.959675312000001
1180,180.48164369999998,8.9296875,8.89453125,9.080078125,57.06835938,0.152038574,51.61132813,28.53393555,7144.914551000001,17.22266006,7.99664402
1181,180.4511719,8.927734375,8.892578125,9.098632813,57.17361069,0.151916504,51.53808594,28.39355469,7289.527344,16.64720917,7.991616726
1182,180.542572,8.919921875,8.888671875,9.078125,57.20869446,0.152160645,51.48925781,28.41186523,7261.42334,16.69261169,7.978158474
1183,180.48164369999998,8.932617188,8.896484375,9.083984375,57.17361069,0.152526855,51.47094727,28.43017578,7289.108398,16.61047935,7.98228693
1184,180.57304380000002,8.928710938,8.895507813,9.099609375,57.22038651,0.151916504,51.33056641,28.28979492,7073.656738,16.40580559,7.925335884
1185,180.4359436,8.921875,8.88671875,9.071289063,57.0098877,0.150695801,51.28173828,28.24707031,7252.171875,16.25791931,8.006053925
1186,180.4664001,8.9296875,8.899414063,9.08984375,57.23208237,0.151855469,51.30615234,28.30810547,7573.693848000001,16.20257568,7.92775631
1187,180.375,8.91015625,8.877929688,9.0703125,57.03327942,0.15148925800000002,51.25732422,28.2043457,7366.984375,16.55709457,7.989207745
1188,180.40547180000002,8.911132813,8.877929688,9.073242188,57.22038651,0.150512695,51.26953125,28.26538086,7291.620117,16.47688103,7.969782352
1189,180.4664001,8.947265625,8.911132813,9.111328125,57.30224609,0.152282715,51.47705078,28.43017578,7207.851562999999,16.41186142,7.979722023
1190,180.5273438,8.915039063,8.87890625,9.081054688,57.15022278,0.151184082,51.31835938,28.30200195,7140.214844,15.89980316,7.954567909
1191,180.5578156,8.911132813,8.87890625,9.094726563,57.34902573,0.15148925800000002,51.37939453,28.3203125,7400.875,16.60194016,7.881410122
1192,180.4359436,8.943359375,8.907226563,9.09765625,57.39580154,0.15148925800000002,51.29394531,28.33862305,7585.772461,16.09255981,7.935530663
1193,180.4359436,8.931640625,8.89453125,9.09765625,57.06835938,0.152709961,51.41601563,28.3996582,7158.995605,16.29139709,7.954291344
1200,180.3292999,8.934570313,8.90234375,9.090820313,57.10344315,0.151977539,51.46484375,28.46679688,7301.658203,16.51920319,8.003475189
